strain	date		country	region	lineage	GRI.Lineage.Level.0	GRI.Lineage.Level.1	GRI.Lineage.Level.2	GRI.Lineage.Level.3	GRI.Lineage.Level.4	GRI.Lineage.Level.5	GRI.Lineage.Level.6	GRI.Lineage.Level.7	GRI.Lineage.Level.8	author	accession	old_date	decimal_date	latitude	longitude
MH647195.1	2013-07-01		Singapore	SEAs	IOL	G	G.0	G.0	G.0	G.0	G.0	G.0	G.0	G.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-07-01 (2013-07-01 - 2013-07-28)	2013.49589041096	1.357107	103.8194992
MH647194.1	2013-06-01		Singapore	SEAs	IOL	G	G.0	G.0	G.0	G.0	G.0	G.0	G.0	G.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-06-01 (2013-06-01 - 2013-06-27)	2013.41369863014	1.357107	103.8194992
MH647209.1	2013-06-01		Singapore	SEAs	IOL	G	G.0	G.0	G.0	G.0	G.0	G.0	G.0	G.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-06-01 (2013-06-01 - 2013-06-27)	2013.41369863014	1.357107	103.8194992
MH647205.1	2014-04-01		Singapore	SEAs	IOL	G	G.0	G.0.2	G.0.2	G.0.2	G.0.2	G.0.2	G.0.2	G.0.2	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2014-04-01 (2014-04-01 - 2014-04-27)	2014.24657534247	1.357107	103.8194992
MH647206.1	2014-06-30		Singapore	SEAs	IOL	G	G.0	G.0.2	G.0.2	G.0.2	G.0.2	G.0.2	G.0.2	G.0.2	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2014-06-30 (2014-06-04 - 2014-06-30)	2014.49315068493	1.357107	103.8194992
MH647201.1	2013-12-31		Singapore	SEAs	IOL	G	G.0	G.0.1	G.0.1	G.0.1	G.0.1	G.0.1	G.0.1	G.0.1	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-12-31 (2013-12-05 - 2013-12-31)	2013.99726027397	1.357107	103.8194992
MH647204.1	2014-02-01		Singapore	SEAs	IOL	G	G.0	G.0.1	G.0.1	G.0.1	G.0.1	G.0.1	G.0.1	G.0.1	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2014-02-01 (2014-02-01 - 2014-02-25)	2014.08493150685	1.357107	103.8194992
MH647196.1	2013-08-31		Singapore	SEAs	IOL	G	G.0	G.0	G.0	G.0	G.0	G.0	G.0	G.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-08-31 (2013-08-04 - 2013-08-31)	2013.66301369863	1.357107	103.8194992
MH647198.1	2013-10-31		Singapore	SEAs	IOL	G	G.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-10-31 (2013-10-07 - 2013-10-31)	2013.8301369863	1.357107	103.8194992
MH647203.1	2014-02-01		Singapore	SEAs	IOL	G	G.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2014-02-01 (2014-02-01 - 2014-02-25)	2014.08493150685	1.357107	103.8194992
MH647199.1	2013-12-01		Singapore	SEAs	IOL	G	G.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	G.0.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-12-01 (2013-12-01 - 2013-12-28)	2013.91506849315	1.357107	103.8194992
MH647200.1	2013-12-31		Singapore	SEAs	IOL	G	G.0	G.0.0	G.0.0.0	G.0.0.0	G.0.0.0	G.0.0.0	G.0.0.0	G.0.0.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2013-12-31 (2013-12-06 - 2013-12-31)	2013.99726027397	1.357107	103.8194992
MH647202.1	2014-01-01		Singapore	SEAs	IOL	G	G.0	G.0.0	G.0.0.0	G.0.0.0	G.0.0.0	G.0.0.0	G.0.0.0	G.0.0.0	Hapuarachchi,H.C., Wong,W.Y., Koo,C., Tien,W.P., Lu,T.Y., Yeo,G., Rajarethinam,J., Tan,E., Chong,C.S., Tan,C.H., Yap,G., Tan,L.K. and Ng,L.C.	NA	2014-01-01 (2014-01-01 - 2014-01-27)	2014	1.357107	103.8194992
EF027138.1	2006-01-14		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Arankalle,V.A., Shrivastava,S., Cherian,S., Gunjikar,R.S., Walimbe,A.M., Jadhav,S.M., Sudeep,A.B. and Mishra,A.C.	NA	2006-01-14 (2006-01-01 - 2006-12-31)	2006.03561643836	22.3511148	78.6677428
KY575567.1	2006-08-28		USA	NAm	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Shabman,R., Pickett,B.E., Das,S.R., Fedorova,N., Shrivastava,S., Puri,V., Tan,Y., Hu,L., Amedeo,P., Jones,S. and Kramer,L.	NA	2006-08-28 (2006-01-01 - 2006-12-31)	2006.65479452055	39.7837304	-100.445882
FJ807896.1	2006-04-27		Singapore	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Huang,J.H., Yang,C.F., Su,C.L., Chang,S.F., Cheng,C.H., Yu,S.K., Lin,C.C. and Shu,P.Y.	NA	2006-04-27 (2006-01-01 - 2006-12-31)	2006.31780821918	1.357107	103.8194992
KC614648.1	2011-01-25		Yemen	WAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Fahmy,N.T., Klena,J.D., Mohamed,A.S., Zayed,A. and Villinski,J.T.	NA	2011-01-25	2011.06575342466	16.3471243	47.8915271
EF210157.2	2006-12-31		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Santhosh,S.R., Dash,P.K., Parida,M.M., Khan,M., Tiwari,M. and Lakshmana Rao,P.V.	NA	2006-12-31 (2006-06-29 - 2006-12-31)	2006.99726027397	22.3511148	78.6677428
FJ000063.1	2006-10-31		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Cherian,S.S., Walimbe,A.M., Jadhav,S.M., Gandhe,S.S., Hundekar,S.L., Mishra,A.C. and Arankalle,V.A.	NA	2006-10-31 (2006-10-05 - 2006-10-31)	2006.8301369863	22.3511148	78.6677428
FJ000064.1	2006-09-30		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Cherian,S.S., Walimbe,A.M., Jadhav,S.M., Gandhe,S.S., Hundekar,S.L., Mishra,A.C. and Arankalle,V.A.	NA	2006-09-30 (2006-09-04 - 2006-09-30)	2006.74520547945	22.3511148	78.6677428
HM045799.1	2007-06-17		Sri_Lanka	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.	NA	2007-06-17 (2007-01-01 - 2007-12-31)	2007.45753424658	7.5554942	80.7137847
GQ428211.1	2006-10-07		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Sreekumar,E., Issac,A., Nair,S., Hariharan,R., Janki,M.B., Arathy,D.S., Regu,R., Mathew,T., Anoop,M., Niyas,K.P. and Pillai,M.R.	NA	2006-10-07	2006.76438356164	22.3511148	78.6677428
FJ445510.2	2008-01-18		Singapore	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Ng,L.C., Tan,L.K., Tan,C.H., Tan,S.S., Hapuarachchi,H.C., Pok,K.Y., Lai,Y.L., Lam-Phua,S.G., Bucht,G., Lin,R.T., Leo,Y.S., Tan,B.H., Han,H.K., Ooi,P.L., James,L. and Khoo,S.P.	NA	2008-01-18 (2008-01-01 - 2008-01-31)	2008.04644808743	1.357107	103.8194992
FJ445511.2	2008-01-18		Singapore	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Ng,L.C., Tan,L.K., Tan,C.H., Tan,S.S., Hapuarachchi,H.C., Pok,K.Y., Lai,Y.L., Lam-Phua,S.G., Bucht,G., Lin,R.T., Leo,Y.S., Tan,B.H., Han,H.K., Ooi,P.L., James,L. and Khoo,S.P.	NA	2008-01-18 (2008-01-01 - 2008-01-31)	2008.04644808743	1.357107	103.8194992
FJ000066.1	2006-09-01		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Cherian,S.S., Walimbe,A.M., Jadhav,S.M., Gandhe,S.S., Hundekar,S.L., Mishra,A.C. and Arankalle,V.A.	NA	2006-09-01 (2006-09-01 - 2006-09-27)	2006.66575342466	22.3511148	78.6677428
EF027137.1	2006-03-15		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Arankalle,V.A., Shrivastava,S., Cherian,S., Gunjikar,R.S., Walimbe,A.M., Jadhav,S.M., Sudeep,A.B. and Mishra,A.C.	NA	2006-03-15 (2006-01-01 - 2006-12-31)	2006.2	22.3511148	78.6677428
FJ445427.2	2007-07-01		Sri_Lanka	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Ng,L.C., Tan,L.K., Tan,C.H., Tan,S.S., Hapuarachchi,H.C., Pok,K.Y., Lai,Y.L., Lam-Phua,S.G., Bucht,G., Lin,R.T., Leo,Y.S., Tan,B.H., Han,H.K., Ooi,P.L., James,L. and Khoo,S.P.	NA	2007-07-01 (2007-07-01 - 2007-07-28)	2007.49589041096	7.5554942	80.7137847
AB455493.1	2006-12-31		Sri_Lanka		IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Lim,C.K., Nishibori,T., Watanabe,K., Ito,M., Kotaki,A., Tanaka,K., Kurane,I. and Takasaki,T.	NA	2006-12-31 (2006-12-05 - 2006-12-31)	2006.99726027397	7.5554942	80.7137847
AB455494.1	2006-12-31		Sri_Lanka		IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Lim,C.K., Nishibori,T., Watanabe,K., Ito,M., Kotaki,A., Tanaka,K., Kurane,I. and Takasaki,T.	NA	2006-12-31 (2006-12-04 - 2006-12-31)	2006.99726027397	7.5554942	80.7137847
FJ445428.2	2007-05-31		Sri_Lanka	SEAs	IOL	J	J	J	J	J	J	J	J	J	Ng,L.C., Tan,L.K., Tan,C.H., Tan,S.S., Hapuarachchi,H.C., Pok,K.Y., Lai,Y.L., Lam-Phua,S.G., Bucht,G., Lin,R.T., Leo,Y.S., Tan,B.H., Han,H.K., Ooi,P.L., James,L. and Khoo,S.P.	NA	2007-05-31 (2007-05-04 - 2007-05-31)	2007.41095890411	7.5554942	80.7137847
MK086029.1	2006-11-14		Sri_Lanka	SEAs	IOL	J	J.2	J.2	J.2	J.2	J.2	J.2	J.2	J.2	Chamberlain,J. and Hewson,R.	NA	2006-11-14	2006.86849315069	7.5554942	80.7137847
GU189061.1	2006-07-11		Sri_Lanka	SEAs	IOL	J	J.2	J.2.1	J.2.1	J.2.1	J.2.1	J.2.1	J.2.1	J.2.1	Morrison,T.E., Oko,L., Montgomery,S.A., Whitmore,A.C., Lotstein,A.R., Gunn,B.M., Elmore,S.A. and Heise,M.T.	NA	2006-07-11 (2006-01-01 - 2006-12-31)	2006.52328767123	7.5554942	80.7137847
MK028838.1	2006-12-31		Sri_Lanka	SEAs	IOL	J	J.2	J.2.1	J.2.1	J.2.1	J.2.1	J.2.1	J.2.1	J.2.1	Morrison,T., Hawman,D., Agnihothram,S., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J. and Sichtig,H.	NA	2006-12-31 (2006-11-07 - 2006-12-31)	2006.99726027397	7.5554942	80.7137847
HM045801.1	2007-06-01		Sri_Lanka	SEAs	IOL	J	J.2	J.2.0	J.2.0	J.2.0	J.2.0	J.2.0	J.2.0	J.2.0	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.	NA	2007-06-01 (2007-01-01 - 2007-12-31)	2007.41369863014	7.5554942	80.7137847
GU199350.1	2008-06-18		China	EAs	IOL	J	J.2	J.2.0	J.2.0	J.2.0	J.2.0	J.2.0	J.2.0	J.2.0	Zheng,K., Li,J., Zhang,Q., Liang,M., Li,C., Lin,M., Huang,J., Li,H., Xiang,D., Wang,N., Hong,Y., Huang,L., Li,X., Pan,D., Song,W., Dai,J., Guo,B. and Li,D.	NA	2008-06-18 (2008-01-01 - 2008-12-31)	2008.46174863388	35.000074	104.999927
FJ513635.1	2008-03-19		Sri_Lanka	SEAs	IOL	J	J.1	J.1	J.1	J.1	J.1	J.1	J.1	J.1	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-03-19 (2008-03-01 - 2008-03-31)	2008.2131147541	7.5554942	80.7137847
GU013529.2	2008-03-31		Sri_Lanka	SEAs	IOL	J	J.1	J.1	J.1	J.1	J.1	J.1	J.1	J.1	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-03-31 (2008-03-05 - 2008-03-31)	2008.24590163934	7.5554942	80.7137847
FJ513637.1	2008-03-11		Sri_Lanka	SEAs	IOL	J	J.1	J.1	J.1	J.1	J.1	J.1	J.1	J.1	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-03-11 (2008-03-01 - 2008-03-31)	2008.1912568306	7.5554942	80.7137847
FJ513628.1	2008-03-01		Sri_Lanka	SEAs	IOL	J	J.0	J.0	J.0	J.0	J.0	J.0	J.0	J.0	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-03-01 (2008-03-01 - 2008-03-28)	2008.16393442623	7.5554942	80.7137847
FJ513679.1	2008-04-30		Sri_Lanka	SEAs	IOL	J	J.0	J.0	J.0	J.0	J.0	J.0	J.0	J.0	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-04-30 (2008-04-04 - 2008-04-30)	2008.32786885246	7.5554942	80.7137847
GU013528.2	2008-03-31		Sri_Lanka	SEAs	IOL	J	J.0	J.0	J.0	J.0	J.0	J.0	J.0	J.0	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-03-31 (2008-03-29 - 2008-03-31)	2008.24590163934	7.5554942	80.7137847
FJ513629.1	2008-03-01		Sri_Lanka	SEAs	IOL	J	J.0	J.0	J.0	J.0	J.0	J.0	J.0	J.0	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-03-01 (2008-03-01 - 2008-03-28)	2008.16393442623	7.5554942	80.7137847
FJ513657.1	2008-04-30		Sri_Lanka	SEAs	IOL	J	J.0	J.0.0	J.0.0	J.0.0	J.0.0	J.0.0	J.0.0	J.0.0	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-04-30 (2008-04-04 - 2008-04-30)	2008.32786885246	7.5554942	80.7137847
GU013530.2	2008-04-01		Sri_Lanka	SEAs	IOL	J	J.0	J.0.0	J.0.0	J.0.0	J.0.0	J.0.0	J.0.0	J.0.0	Hapuarachchi,H.C., Bandara,K.B., Sumanadasa,S.D., Hapugoda,M.D., Lai,Y.L., Lee,K.S., Tan,L.K., Lin,R.T., Ng,L.F., Bucht,G., Abeyewickreme,W. and Ng,L.C.	NA	2008-04-01 (2008-04-01 - 2008-04-27)	2008.24863387978	7.5554942	80.7137847
EU244823.2	2007-06-12		Italy	EU	IOL	M	M	M	M	M	M	M	M	M	Fallacara,F. and Bonilauri,P.	NA	2007-06-12 (2007-01-01 - 2007-12-31)	2007.44383561644	42.6384261	12.674297
MK120201.1	2007-08-20		Italy	EU	IOL	M	M	M	M	M	M	M	M	M	Lindh,E., Argentini,C., Remoli,M.E., Fortuna,C., Faggioni,G., Benedetti,E., Amendola,A., Marsili,G., Lista,F., Rezza,G. and Venturi,G.	NA	2007-08-20	2007.63287671233	42.6384261	12.674297
MK120202.1	2007-08-25		Italy	EU	IOL	M	M	M	M	M	M	M	M	M	Lindh,E., Argentini,C., Remoli,M.E., Fortuna,C., Faggioni,G., Benedetti,E., Amendola,A., Marsili,G., Lista,F., Rezza,G. and Venturi,G.	NA	2007-08-25	2007.64657534247	42.6384261	12.674297
KX262993.1	2007-09-19		Italy	EU	IOL	M	M	M	M	M	M	M	M	M	Das,S.R., Shabman,R., Halpin,R.A., Shilts,M., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Weaver,S.C.	NA	2007-09-19 (2007-01-01 - 2007-12-31)	2007.71506849315	42.6384261	12.674297
KP003810.1	2007-10-17		Italy	EU	IOL	M	M.0	M.0	M.0	M.0	M.0	M.0	M.0	M.0	Moyen,N., Thiberville,S.D., Pastorino,B., Nougairede,A., Thirion,L., Mombouli,J.V., Dimi,Y., Leparc-Goffart,I., Capobianchi,M.R., Lepfoundzou,A.D. and de Lamballerie,X.	NA	2007-10-17 (2007-01-01 - 2007-12-31)	2007.79178082192	42.6384261	12.674297
KX262989.1	2007-12-31		Italy	EU	IOL	M	M.0	M.0.0	M.0.0	M.0.0	M.0.0	M.0.0	M.0.0	M.0.0	Das,S.R., Shabman,R., Halpin,R.A., Shilts,M., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Weaver,S.C.	NA	2007-12-31 (2007-08-22 - 2007-12-31)	2007.99726027397	42.6384261	12.674297
KP003811.1	2007-09-25		Italy	EU	IOL	M	M.0	M.0.0	M.0.0	M.0.0	M.0.0	M.0.0	M.0.0	M.0.0	Moyen,N., Thiberville,S.D., Pastorino,B., Nougairede,A., Thirion,L., Mombouli,J.V., Dimi,Y., Leparc-Goffart,I., Capobianchi,M.R., Lepfoundzou,A.D. and de Lamballerie,X.	NA	2007-09-25 (2007-01-01 - 2007-12-31)	2007.73150684932	42.6384261	12.674297
FJ000069.1	2007-06-01		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Cherian,S.S., Walimbe,A.M., Jadhav,S.M., Gandhe,S.S., Hundekar,S.L., Mishra,A.C. and Arankalle,V.A.	NA	2007-06-01 (2007-06-01 - 2007-06-27)	2007.41369863014	22.3511148	78.6677428
GQ428212.1	2007-07-12		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Sreekumar,E., Issac,A., Nair,S., Hariharan,R., Janki,M.B., Arathy,D.S., Regu,R., Mathew,T., Anoop,M., Niyas,K.P. and Pillai,M.R.	NA	2007-07-12	2007.52602739726	22.3511148	78.6677428
GQ428214.1	2008-06-29		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Sreekumar,E., Issac,A., Nair,S., Hariharan,R., Janki,M.B., Arathy,D.S., Regu,R., Mathew,T., Anoop,M., Niyas,K.P. and Pillai,M.R.	NA	2008-06-29	2008.49180327869	22.3511148	78.6677428
KT336781.1	2013-03-06		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Abraham,R., Manakkadan,A., Mudaliar,P., Joseph,I., Sivakumar,K.C., Nair,R.R. and Sreekumar,E.	NA	2013-03-06	2013.17534246575	22.3511148	78.6677428
KT336782.1	2013-05-27		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Abraham,R., Manakkadan,A., Mudaliar,P., Joseph,I., Sivakumar,K.C., Nair,R.R. and Sreekumar,E.	NA	2013-05-27	2013.4	22.3511148	78.6677428
GQ428213.1	2007-07-13		India	SAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Sreekumar,E., Issac,A., Nair,S., Hariharan,R., Janki,M.B., Arathy,D.S., Regu,R., Mathew,T., Anoop,M., Niyas,K.P. and Pillai,M.R.	NA	2007-07-13	2007.52876712329	22.3511148	78.6677428
KX009169.1	2013-01-01		Thailand	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Vongpunsawad,S., Intharasongkroh,D., Chansaenroj,J. and Poovorawan,Y.	NA	2013-01-01 (2013-01-01 - 2013-11-25)	2013	14.8971921	100.83273
FJ807899.1	2008-12-31		Malaysia	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Huang,J.H., Yang,C.F., Su,C.L., Chang,S.F., Cheng,C.H., Yu,S.K., Lin,C.C. and Shu,P.Y.	NA	2008-12-31 (2008-07-09 - 2008-12-31)	2008.99726775956	4.5693754	102.2656823
FN295487.2	2008-08-31		Malaysia	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Sam,I.C., Chan,Y.F., Chan,S.Y., Loong,S.K., Chin,H.K., Hooi,P.S., Ganeswrie,R. and Abubakar,S.	NA	2008-08-31 (2008-01-01 - 2008-12-31)	2008.66393442623	4.5693754	102.2656823
FN295485.3	2008-11-14		Malaysia	SEAs	IOL	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	not assigned	Sam,I.C., Chan,Y.F., Chan,S.Y., Loong,S.K., Chin,H.K., Hooi,P.S., Ganeswrie,R. and Abubakar,S.	NA	2008-11-14 (2008-01-01 - 2008-12-31)	2008.86885245902	4.5693754	102.2656823
LC259093.1	2009-01-06		Malaysia	SEAs	IOL	D	D	D	D	D	D	D	D	D	Nakayama,E., Tajima,S., Kotaki,A. and Tomohiko,T.	NA	2009-01-06	2009.01369863014	4.5693754	102.2656823
KT324227.1	2009-03-01		Malaysia	SEAs	IOL	D	D.6	D.6	D.6	D.6	D.6	D.6	D.6	D.6	Sam,I.C., Chan,Y.F., Loong,S.K., Chiam,C.W., Chua,C.L. and Wong,H.V.	NA	2009-03-01 (2009-03-01 - 2009-03-28)	2009.16164383562	4.5693754	102.2656823
GU199352.1	2008-10-28		China	EAs	IOL	D	D.6	D.6	D.6	D.6	D.6	D.6	D.6	D.6	Zheng,K., Li,J., Zhang,Q., Liang,M., Li,C., Lin,M., Huang,J., Li,H., Xiang,D., Wang,N., Hong,Y., Huang,L., Li,X., Pan,D., Song,W., Dai,J., Guo,B. and Li,D.	NA	2008-10-28 (2008-01-01 - 2008-12-31)	2008.82240437158	35.000074	104.999927
GU199353.1	2008-12-31		China	EAs	IOL	D	D.6	D.6	D.6	D.6	D.6	D.6	D.6	D.6	Zheng,K., Li,J., Zhang,Q., Liang,M., Li,C., Lin,M., Huang,J., Li,H., Xiang,D., Wang,N., Hong,Y., Huang,L., Li,X., Pan,D., Song,W., Dai,J., Guo,B. and Li,D.	NA	2008-12-31 (2008-05-25 - 2008-12-31)	2008.99726775956	35.000074	104.999927
MF773568.1	2008-12-14		Malaysia	SEAs	IOL	D	D.8	D.8	D.8	D.8	D.8	D.8	D.8	D.8	Pyke,A.T., Moore,P.R. and McMahon,J.	NA	2008-12-14 (2008-01-01 - 2008-12-31)	2008.95081967213	4.5693754	102.2656823
KP164869.1	2009-12-31		Thailand	SEAs	IOL	D	D.8	D.8.0	D.8.0	D.8.0	D.8.0	D.8.0	D.8.0	D.8.0	Pulmanausahakul,R. and Jaimipuk,T.	NA	2009-12-31 (2009-04-06 - 2009-12-31)	2009.99726027397	14.8971921	100.83273
GU301780.1	2008-10-21		Thailand	SEAs	IOL	D	D.8	D.8.0	D.8.0	D.8.0	D.8.0	D.8.0	D.8.0	D.8.0	Pongsiri,P., Auksornkitti,V., Theamboonlers,A., Luplertlop,N., Rianthavorn,P. and Poovorawan,Y.	NA	2008-10-21	2008.80327868852	14.8971921	100.83273
